feature_name,display_name,description,concept,concept_display_name,source_table,source_feature_file,data_kind,pandas_dtype,value_type,unit,missing_rate,non_null_count,unique_count,sensitive,mutable,allowed_for_model,allowed_in_user_explanation,allowed_in_recommendation,direction_prior,formatting_rule
credit_card_max_drawing_to_limit_ratio,credit card max drawing to limit ratio,"Feature `credit_card_max_drawing_to_limit_ratio` thuộc nhóm `hành vi sử dụng thẻ tín dụng`, được tạo từ bảng `credit_card_balance` trong Data Layer.",credit_card_usage_behavior,hành vi sử dụng thẻ tín dụng,credit_card_balance,credit_card_features.parquet,numeric,float64,ratio,ratio,0.7202181385381335,86036,24368,False,False,True,True,False,unknown,ratio_as_percentage_1_decimal
credit_card_dpd_count,credit card dpd count,"Feature `credit_card_dpd_count` thuộc nhóm `hành vi sử dụng thẻ tín dụng`, được tạo từ bảng `credit_card_balance` trong Data Layer.",credit_card_usage_behavior,hành vi sử dụng thẻ tín dụng,credit_card_balance,credit_card_features.parquet,numeric,float64,count,count,0.0,307511,91,False,False,True,True,False,higher_value_may_increase_risk,integer
credit_card_avg_dpd,credit card avg dpd,"Feature `credit_card_avg_dpd` thuộc nhóm `hành vi sử dụng thẻ tín dụng`, được tạo từ bảng `credit_card_balance` trong Data Layer.",credit_card_usage_behavior,hành vi sử dụng thẻ tín dụng,credit_card_balance,credit_card_features.parquet,numeric,float64,days,days,0.7173922233676193,86905,3606,False,False,True,True,False,higher_value_may_increase_risk,integer
credit_card_max_dpd,credit card max dpd,"Feature `credit_card_max_dpd` thuộc nhóm `hành vi sử dụng thẻ tín dụng`, được tạo từ bảng `credit_card_balance` trong Data Layer.",credit_card_usage_behavior,hành vi sử dụng thẻ tín dụng,credit_card_balance,credit_card_features.parquet,numeric,float64,days,days,0.7173922233676193,86905,409,False,False,True,True,False,higher_value_may_increase_risk,integer
credit_card_def_dpd_count,credit card def dpd count,"Feature `credit_card_def_dpd_count` thuộc nhóm `hành vi sử dụng thẻ tín dụng`, được tạo từ bảng `credit_card_balance` trong Data Layer.",credit_card_usage_behavior,hành vi sử dụng thẻ tín dụng,credit_card_balance,credit_card_features.parquet,numeric,float64,count,count,0.0,307511,64,False,False,True,True,False,higher_value_may_increase_risk,integer
credit_card_avg_def_dpd,credit card avg def dpd,"Feature `credit_card_avg_def_dpd` thuộc nhóm `hành vi sử dụng thẻ tín dụng`, được tạo từ bảng `credit_card_balance` trong Data Layer.",credit_card_usage_behavior,hành vi sử dụng thẻ tín dụng,credit_card_balance,credit_card_features.parquet,numeric,float64,days,days,0.7173922233676193,86905,1548,False,False,True,True,False,higher_value_may_increase_risk,integer
credit_card_max_def_dpd,credit card max def dpd,"Feature `credit_card_max_def_dpd` thuộc nhóm `hành vi sử dụng thẻ tín dụng`, được tạo từ bảng `credit_card_balance` trong Data Layer.",credit_card_usage_behavior,hành vi sử dụng thẻ tín dụng,credit_card_balance,credit_card_features.parquet,numeric,float64,days,days,0.7173922233676193,86905,52,False,False,True,True,False,higher_value_may_increase_risk,integer
credit_card_active_count,credit card active count,"Feature `credit_card_active_count` thuộc nhóm `hành vi sử dụng thẻ tín dụng`, được tạo từ bảng `credit_card_balance` trong Data Layer.",credit_card_usage_behavior,hành vi sử dụng thẻ tín dụng,credit_card_balance,credit_card_features.parquet,numeric,float64,count,count,0.0,307511,103,False,False,True,True,False,unknown,integer
credit_card_completed_count,credit card completed count,"Feature `credit_card_completed_count` thuộc nhóm `hành vi sử dụng thẻ tín dụng`, được tạo từ bảng `credit_card_balance` trong Data Layer.",credit_card_usage_behavior,hành vi sử dụng thẻ tín dụng,credit_card_balance,credit_card_features.parquet,numeric,float64,count,count,0.0,307511,40,False,False,True,True,False,unknown,integer
credit_card_signed_count,credit card signed count,"Feature `credit_card_signed_count` thuộc nhóm `hành vi sử dụng thẻ tín dụng`, được tạo từ bảng `credit_card_balance` trong Data Layer.",credit_card_usage_behavior,hành vi sử dụng thẻ tín dụng,credit_card_balance,credit_card_features.parquet,numeric,float64,count,count,0.0,307511,43,False,False,True,True,False,unknown,integer
credit_card_dpd_ratio,tỷ lệ tháng thẻ tín dụng bị quá hạn,"Feature `credit_card_dpd_ratio` thuộc nhóm `hành vi sử dụng thẻ tín dụng`, được tạo từ bảng `credit_card_balance` trong Data Layer.",credit_card_usage_behavior,hành vi sử dụng thẻ tín dụng,credit_card_balance,credit_card_features.parquet,numeric,float64,ratio,ratio,0.7173922233676193,86905,1422,False,False,True,True,False,higher_value_may_increase_risk,ratio_as_percentage_1_decimal
credit_card_def_dpd_ratio,credit card def dpd ratio,"Feature `credit_card_def_dpd_ratio` thuộc nhóm `hành vi sử dụng thẻ tín dụng`, được tạo từ bảng `credit_card_balance` trong Data Layer.",credit_card_usage_behavior,hành vi sử dụng thẻ tín dụng,credit_card_balance,credit_card_features.parquet,numeric,float64,ratio,ratio,0.7173922233676193,86905,941,False,False,True,True,False,higher_value_may_increase_risk,ratio_as_percentage_1_decimal
has_credit_card_history,có lịch sử thẻ tín dụng hay không,"Feature `has_credit_card_history` thuộc nhóm `hành vi sử dụng thẻ tín dụng`, được tạo từ bảng `credit_card_balance` trong Data Layer.",credit_card_usage_behavior,hành vi sử dụng thẻ tín dụng,credit_card_balance,credit_card_features.parquet,binary,int8,binary_indicator,0_or_1,0.0,307511,2,False,False,True,True,False,unknown,boolean_indicator
